Наименование объявления,Город,Район,Количество станций метро рядом,Самый длогий путь до метро,Самый короткий путь до метро,Расттояние до центра,Площадь квартиры,Цена квартиры
"Продажа 1-комнатной квартиры 43 м², 14/25 этаж",Москва,ЮВАО,3,22,11,7.7,43.0,15490000
"Продажа квартиры-студии 25 м², 8/14 этаж",Москва,САО,3,25,13,9.3,25.0,8100000
"Продажа 1-комнатной квартиры 48 м², 7/23 этаж",Москва,ЮВАО,3,30,3,12.4,48.0,15000000
"Продажа квартиры-студии 23,7 м², 4/33 этаж",Москва,СВАО,3,28,19,10.9,23.7,6452467
"Продажа 2-комнатной квартиры 66 м², 2/15 этаж",Москва,ЮАО,3,27,20,8.0,66.0,17500000
"Продажа 2-комнатной квартиры 48,4 м², 24/33 этаж",Москва,СВАО,3,28,19,10.8,48.4,12619622
"Продажа 1-комнатной квартиры 41,2 м², 7/19 этаж",Москва,СВАО,3,31,23,14.3,41.2,11300000
"Продажа 2-комнатной квартиры 45,6 м², 1/9 этаж",Москва,СВАО,3,24,6,14.9,45.6,11900000
"Продажа 1-комнатной квартиры 32 м², 4/9 этаж",Москва,ЦАО,3,27,11,6.5,32.0,11500000
"Продажа 2-комнатной квартиры 60 м², 3/20 этаж",Москва,Новая Москва,3,37,31,23.6,60.0,11823779
"Продажа 2-комнатной квартиры 45,6 м², 7/38 этаж",Москва,ЮВАО,3,26,9,5.0,45.6,13328336
"Продажа 2-комнатной квартиры 46,3 м², 3/3 этаж",Москва,СВАО,3,14,10,7.0,46.3,13800000
"Продажа 1-комнатной квартиры 30,7 м², 1/36 этаж",Москва,СВАО,3,24,15,10.3,30.7,8043400
"Продажа 1-комнатной квартиры 34 м², 11/15 этаж",Москва,Новая Москва,3,34,26,22.0,34.0,9500000
"Продажа 1-комнатной квартиры 44,8 м², 17/35 этаж",Москва,ЮАО,3,30,12,7.4,44.8,19550321
"Продажа 1-комнатной квартиры 47,6 м², 4/49 этаж",Москва,ЗАО,3,24,15,11.3,47.6,21711312
"Продажа 1-комнатной квартиры 42,8 м², 24/33 этаж",Москва,ВАО,3,19,12,10.6,42.8,13251944
"Продажа 4-комнатной квартиры 151,6 м², 12/19 этаж",Москва,СВАО,3,28,10,6.4,151.6,85655881
"Продажа 1-комнатной квартиры 41,4 м², 6/9 этаж",Москва,Новая Москва,3,62,52,29.6,41.4,7314440
"Продажа 3-комнатной квартиры 65,1 м², 2/5 этаж",Москва,ЦАО,3,19,2,5.0,65.1,27000000
"Продажа 3-комнатной квартиры 145,5 м², 25/34 этаж",Москва,САО,3,26,8,7.6,145.5,45000000
"Продажа 3-комнатной квартиры 78,6 м², 33/33 этаж",Москва,ВАО,3,19,12,10.5,78.6,19399737
"Продажа квартиры-студии 32,8 м², 44/55 этаж",Москва,СВАО,3,30,7,6.6,32.8,13513600
"Продажа 3-комнатной квартиры 80,4 м², 11/33 этаж",Москва,СВАО,3,28,19,10.8,80.4,17258342
"Продажа 2-комнатной квартиры 34,2 м², 5/14 этаж",Москва,САО,3,25,13,9.3,34.2,10100000
"Продажа 1-комнатной квартиры 35,7 м², 33/33 этаж",Москва,ЮАО,3,26,20,8.7,35.7,10375419
"Продажа 2-комнатной квартиры 56,6 м², 8/18 этаж",Москва,СЗАО,3,39,32,21.0,56.6,15100000
"Продажа 2-комнатной квартиры 42,3 м², 2/5 этаж",Москва,ВАО,3,23,18,6.8,42.3,11700000
"Продажа 1-комнатной квартиры 43,3 м², 5/9 этаж",Москва,ЗАО,3,21,8,11.1,43.3,13950000
"Продажа 2-комнатной квартиры 43,3 м², 4/5 этаж",Москва,САО,3,23,12,11.0,43.3,10500000
"Продажа 2-комнатной квартиры 56,1 м², 2/46 этаж",Москва,ЮАО,3,21,16,4.0,56.1,27214930
"Продажа 2-комнатной квартиры 38 м², 3/5 этаж",Москва,ЦАО,3,19,9,5.6,38.0,15050000
"Продажа 1-комнатной квартиры 31,5 м², 4/9 этаж",Москва,ЮАО,3,22,10,8.5,31.5,9600000
"Продажа 2-комнатной квартиры 56,1 м², 17/27 этаж",Москва,СЗАО,3,27,25,15.5,56.1,21031890
"Продажа 2-комнатной квартиры 40 м², 8/12 этаж",Москва,СВАО,3,29,6,15.0,40.0,15000000
"Продажа квартиры-студии 19,8 м², 19/24 этаж",Москва,СВАО,3,27,11,12.1,19.8,7109625
"Продажа 2-комнатной квартиры 54 м², 11/14 этаж",Москва,САО,3,47,39,24.9,54.0,11499999
"Продажа 3-комнатной квартиры 100 м², 7/17 этаж",Москва,Новая Москва,3,25,20,22.3,100.0,22300000
"Продажа квартиры-студии 21,9 м², 18/32 этаж",Москва,САО,3,22,13,12.6,21.9,8766000
"Продажа 1-комнатной квартиры 34 м², 2/9 этаж",Москва,Новая Москва,3,56,43,29.0,34.0,8000000
"Продажа 1-комнатной квартиры 34,2 м², 18/19 этаж",Москва,СЗАО,3,36,22,19.7,34.2,7456968
"Продажа 1-комнатной квартиры 43,9 м², 2/13 этаж",Москва,СЗАО,3,27,9,10.9,43.9,25628820
"Продажа 2-комнатной квартиры 92,5 м², 3/6 этаж",Москва,ЦАО,3,11,7,0.0,92.5,124875000
"Продажа 1-комнатной квартиры 57 м², 6/24 этаж",Москва,ЮАО,3,27,10,7.5,57.0,26242141
"Продажа квартиры-студии 22,4 м², 27/32 этаж",Москва,САО,3,22,13,12.6,22.4,8841683
"Продажа 2-комнатной квартиры 46 м², 4/9 этаж",Москва,САО,3,29,26,13.9,46.0,11250000
"Продажа 4-комнатной квартиры 134 м², 2/9 этаж",Москва,САО,3,24,11,12.2,134.0,37000000
"Продажа 3-комнатной квартиры 100,9 м², 18/33 этаж",Москва,ЗАО,3,24,15,11.2,100.9,42327550
"Продажа квартиры-студии 60 м², 8/14 этаж",Москва,САО,3,25,13,9.3,60.0,13200000
"Продажа 3-комнатной квартиры 92,9 м², 11/54 этаж",Москва,САО,3,21,10,6.7,92.9,32721019
"Продажа 2-комнатной квартиры 64,1 м², 8/12 этаж",Москва,Новая Москва,3,79,68,30.0,64.1,12999480
"Продажа 1-комнатной квартиры 41 м², 9/28 этаж",Москва,СВАО,3,18,14,7.5,41.0,17610000
"Продажа 3-комнатной квартиры 73,5 м², 1/5 этаж",Москва,ВАО,3,18,9,7.0,73.5,16500000
"Продажа 2-комнатной квартиры 57 м², 3/9 этаж",Москва,САО,3,19,3,8.8,57.0,17000000
"Продажа 2-комнатной квартиры 63,8 м², 4/33 этаж",Москва,ЮАО,3,26,20,8.7,63.8,16053356
"Продажа 3-комнатной квартиры 85 м², 5/16 этаж",Москва,ЮЗАО,3,15,11,11.2,85.0,22900000
"Продажа 2-комнатной квартиры 37 м², 8/9 этаж",Москва,ЦАО,3,25,6,3.9,37.0,14950000
"Продажа 1-комнатной квартиры 35,6 м², 17/29 этаж",Москва,ЗАО,3,27,19,12.7,35.6,16900000
"Продажа 3-комнатной квартиры 131,4 м², 3/9 этаж",Москва,СЗАО,3,27,13,14.1,131.4,50641560
"Продажа 1-комнатной квартиры 43,9 м², 18/26 этаж",Москва,ЦАО,3,25,16,4.0,43.9,33187478
"Продажа 2-комнатной квартиры 73,3 м², 19/27 этаж",Москва,ЮВАО,3,26,17,4.3,73.3,26204750
"Продажа многокомнатной квартиры 108,7 м², 17/35 этаж",Москва,ЗАО,3,29,4,11.5,108.7,74000000
"Продажа 1-комнатной квартиры 38,8 м², 30/33 этаж",Москва,ЮВАО,3,25,15,9.9,38.8,10068866
"Продажа 1-комнатной квартиры 40,5 м², 12/19 этаж",Москва,ЮАО,3,27,6,19.0,40.5,11950000
"Продажа 2-комнатной квартиры 63,8 м², 13/19 этаж",Москва,Новая Москва,3,28,14,29.2,63.8,11750000
"Продажа квартиры-студии 20,4 м², 5/5 этаж",Москва,ЮВАО,3,17,6,6.2,20.4,4050000
"Продажа 3-комнатной квартиры 75,2 м², 20/25 этаж",Москва,ЮЗАО,3,21,15,11.5,75.2,32071111
"Продажа 2-комнатной квартиры 56 м², 11/12 этаж",Москва,Новая Москва,3,57,46,29.0,56.0,12000000
"Продажа 3-комнатной квартиры 84,1 м², 19/40 этаж",Москва,ЮАО,3,25,11,6.1,84.1,31645148
"Продажа квартиры-студии 41 м², 7/10 этаж",Москва,ЦАО,3,21,7,4.0,41.0,16890000
"Продажа 2-комнатной квартиры 52 м², 12/14 этаж",Москва,ЮВАО,3,25,6,5.1,52.0,18290000
"Продажа квартиры-студии 25 м², 4/27 этаж",Москва,ЮВАО,3,26,17,4.3,25.0,12370000
"Продажа 2-комнатной квартиры 39 м², 8/14 этаж",Москва,ЮЗАО,3,18,17,12.0,39.0,10800000
"Продажа 4-комнатной квартиры 124,8 м², 31/41 этаж",Москва,ЮАО,3,21,16,4.1,124.8,55324346
"Продажа квартиры-студии 20 м², 6/33 этаж",Москва,СВАО,3,27,11,12.0,20.0,7073640
"Продажа квартиры-студии 23,7 м², 33/33 этаж",Москва,ЮАО,3,26,20,8.7,23.7,7138629
"Продажа 1-комнатной квартиры 36,8 м², 16/17 этаж",Москва,ЗАО,3,22,8,11.7,36.8,13200000
"Продажа 1-комнатной квартиры 35,8 м², 21/24 этаж",Москва,ЮАО,3,24,23,18.7,35.8,9750000
"Продажа 3-комнатной квартиры 75,9 м², 20/22 этаж",Москва,ЮВАО,3,28,11,13.6,75.9,22500000
"Продажа 3-комнатной квартиры 76 м², 4/20 этаж",Москва,ЗАО,3,20,6,6.6,76.0,38000000
"Продажа 3-комнатной квартиры 100 м², 2/19 этаж",Москва,ЗАО,3,29,5,8.9,100.0,70000000
"Продажа 2-комнатной квартиры 87,9 м², 15/18 этаж",Москва,ЦАО,3,22,17,5.3,87.9,74819000
"Продажа 3-комнатной квартиры 61 м², 9/13 этаж",Москва,САО,3,26,10,12.9,61.0,23300000
"Продажа 1-комнатной квартиры 42 м², 14/48 этаж",Москва,СЗАО,3,21,11,9.5,42.0,24500000
"Продажа квартиры-студии 23,8 м², 13/52 этаж",Москва,ЮАО,3,30,22,13.9,23.8,8517710
"Продажа квартиры-студии 28,1 м², 4/21 этаж",Москва,Новая Москва,3,44,37,23.5,28.1,8219662
"Продажа 2-комнатной квартиры 45 м², 3/5 этаж",Москва,ЦАО,3,16,8,0.0,45.0,20500000
"Продажа 2-комнатной квартиры 34 м², 1/8 этаж",Москва,ЦАО,3,5,4,0.0,34.0,15800000
"Продажа 1-комнатной квартиры 32,6 м², 7/14 этаж",Москва,Новая Москва,3,62,52,29.4,32.6,6876513
"Продажа многокомнатной квартиры 115 м², 16/17 этаж",Москва,ЗАО,3,25,6,10.2,115.0,38350000
"Продажа 2-комнатной квартиры 64,8 м², 4/23 этаж",Москва,САО,3,22,13,12.7,64.8,20097922
"Продажа 2-комнатной квартиры 60 м², 9/9 этаж",Москва,ЮЗАО,3,29,13,8.8,60.0,26900000
"Продажа 2-комнатной квартиры 46 м², 10/25 этаж",Москва,ЮАО,3,13,9,18.2,46.0,12300000
"Продажа 4-комнатной квартиры 146,9 м², 13/16 этаж",Москва,СВАО,3,13,10,10.7,146.9,58000000
"Продажа 1-комнатной квартиры 39,3 м², 14/15 этаж",Москва,СВАО,3,25,19,14.4,39.3,11263380
"Продажа 1-комнатной квартиры 32 м², 2/19 этаж",Москва,ЮЗАО,3,19,13,21.5,32.0,8500000
"Продажа 1-комнатной квартиры 16,7 м², 2/5 этаж",Москва,ЮВАО,3,24,15,10.0,16.7,6100000
"Продажа 3-комнатной квартиры 82,6 м², 7/33 этаж",Москва,САО,3,28,22,14.9,82.6,15780000
"Продажа квартиры-студии 21,8 м², 4/25 этаж",Москва,СВАО,3,27,11,12.0,21.8,7152667
"Продажа 2-комнатной квартиры 46,4 м², 2/5 этаж",Москва,ЗАО,3,21,5,11.2,46.4,12900000
"Продажа 2-комнатной квартиры 46 м², 3/5 этаж",Москва,ЮЗАО,3,24,10,10.6,46.0,14500000
"Продажа 1-комнатной квартиры 30 м², 6/9 этаж",Москва,ВАО,3,26,17,8.3,30.0,8900000
"Продажа 2-комнатной квартиры 55,2 м², 43/54 этаж",Москва,САО,3,21,10,6.7,55.2,22393667
"Продажа 3-комнатной квартиры 102,7 м², 14/34 этаж",Москва,САО,3,26,8,7.6,102.7,38800000
"Продажа 3-комнатной квартиры 131 м², 11/18 этаж",Москва,ЦАО,3,23,19,5.3,131.0,180171000
"Продажа 1-комнатной квартиры 35,5 м², 12/14 этаж",Москва,Новая Москва,3,75,64,,35.5,8845038
"Продажа 2-комнатной квартиры 45,5 м², 1/9 этаж",Москва,ЮЗАО,3,19,15,8.0,45.5,14600000
"Продажа 4-комнатной квартиры 121,1 м², 16/21 этаж",Москва,СЗАО,3,27,9,10.3,121.1,71049370
